job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
Head of AI,128719,EUR,109411,SE,PT,Netherlands,M,Turkey,100,"R, GCP, Python, Java, Mathematics",PhD,7,Energy,9.6,Neural Networks Co
AI Product Manager,73053,USD,73053,EN,PT,Ireland,L,Ireland,50,"PyTorch, Data Visualization, Azure",PhD,1,Telecommunications,6.1,DataVision Ltd
Research Scientist,127282,USD,127282,MI,PT,Denmark,S,Denmark,50,"Tableau, Spark, Python, Linux",PhD,4,Telecommunications,8.9,DeepTech Ventures
AI Product Manager,195816,SGD,254561,EX,FT,Singapore,S,Singapore,0,"Git, R, Deep Learning, Mathematics, Java",Master,13,Telecommunications,6.2,Autonomous Tech
NLP Engineer,169752,USD,169752,EX,CT,United States,M,United States,0,"MLOps, Java, Statistics, Data Visualization",Associate,14,Healthcare,5.7,Predictive Systems
AI Consultant,105502,USD,105502,EX,FT,China,L,China,0,"SQL, Linux, Tableau, Computer Vision",Master,10,Transportation,5.5,TechCorp Inc
Data Engineer,112014,USD,112014,SE,PT,Ireland,S,Ireland,100,"TensorFlow, Scala, Python, Docker, R",Associate,6,Finance,9.5,Machine Intelligence Group
Machine Learning Engineer,247688,JPY,27245680,EX,FT,Japan,L,Japan,50,"PyTorch, SQL, Kubernetes, R",Master,18,Real Estate,8.2,Autonomous Tech
ML Ops Engineer,74961,EUR,63717,EN,PT,France,M,France,0,"TensorFlow, Data Visualization, Linux",PhD,1,Gaming,6.3,Neural Networks Co
ML Ops Engineer,115927,USD,115927,SE,PT,South Korea,L,Latvia,50,"Kubernetes, Data Visualization, PyTorch, GCP",PhD,8,Real Estate,9.5,AI Innovations
AI Consultant,60784,EUR,51666,EN,FT,France,S,France,50,"Tableau, NLP, Computer Vision, R",Master,0,Transportation,5.9,Advanced Robotics
Research Scientist,88808,EUR,75487,MI,FL,Germany,S,Germany,50,"GCP, PyTorch, Computer Vision",Master,2,Telecommunications,9.4,DeepTech Ventures
AI Research Scientist,147363,EUR,125259,SE,CT,Austria,L,Austria,100,"Python, GCP, Computer Vision, TensorFlow, Azure",Associate,6,Manufacturing,8.3,Digital Transformation LLC
AI Specialist,49188,USD,49188,EX,FT,India,S,India,100,"R, Azure, Linux, Computer Vision, Java",Associate,17,Healthcare,9.3,Cloud AI Solutions
Principal Data Scientist,159673,AUD,215559,EX,PT,Australia,M,Australia,0,"Hadoop, Linux, Java",PhD,18,Transportation,7.9,Future Systems
AI Specialist,113403,EUR,96393,SE,CT,Germany,M,Germany,50,"Spark, Java, Tableau, Python, Statistics",Bachelor,7,Energy,7.3,Smart Analytics
Deep Learning Engineer,101965,USD,101965,MI,PT,Denmark,M,Denmark,0,"Scala, Python, Spark, Data Visualization",Bachelor,2,Media,9.9,Advanced Robotics
Head of AI,75727,USD,75727,MI,FL,Ireland,M,Ireland,50,"Data Visualization, Python, Deep Learning",Bachelor,4,Real Estate,7.1,Machine Intelligence Group
Principal Data Scientist,64011,EUR,54409,MI,CT,France,S,France,0,"R, Scala, NLP",PhD,2,Retail,5.5,AI Innovations
Machine Learning Engineer,108796,JPY,11967560,MI,FL,Japan,L,Brazil,50,"R, Deep Learning, GCP, Computer Vision, Scala",Bachelor,4,Automotive,7.6,TechCorp Inc
Robotics Engineer,235070,JPY,25857700,EX,CT,Japan,L,Japan,100,"Data Visualization, Scala, Linux, Python, Hadoop",Bachelor,11,Technology,5.5,AI Innovations
Data Engineer,180679,USD,180679,EX,FT,South Korea,M,Netherlands,100,"SQL, Linux, Java, Git",PhD,15,Healthcare,8.8,Advanced Robotics
Robotics Engineer,151818,EUR,129045,EX,FL,Germany,S,Thailand,0,"SQL, Java, R",PhD,19,Technology,7.9,Digital Transformation LLC
Autonomous Systems Engineer,106856,USD,106856,MI,CT,Israel,L,Portugal,0,"Statistics, R, Tableau",PhD,4,Consulting,6.3,Cloud AI Solutions
Robotics Engineer,108490,JPY,11933900,MI,PT,Japan,M,Mexico,100,"Azure, Python, Deep Learning",PhD,2,Education,6.0,Smart Analytics
ML Ops Engineer,71874,EUR,61093,MI,CT,France,M,France,0,"Kubernetes, Python, SQL, MLOps, Statistics",PhD,3,Real Estate,5.5,Quantum Computing Inc
AI Consultant,202910,EUR,172474,EX,FL,France,S,Hungary,50,"PyTorch, Tableau, TensorFlow, Computer Vision",Bachelor,19,Real Estate,8.3,DataVision Ltd
AI Product Manager,118893,EUR,101059,SE,FL,Austria,L,Australia,50,"Deep Learning, Linux, GCP, Mathematics",Master,9,Retail,5.9,Digital Transformation LLC
Data Analyst,90747,USD,90747,MI,CT,South Korea,L,South Korea,100,"TensorFlow, Java, Git",Associate,4,Technology,7.1,Digital Transformation LLC
AI Software Engineer,55913,USD,55913,EN,FT,Ireland,M,Estonia,50,"Tableau, Spark, PyTorch, SQL, Data Visualization",Master,0,Consulting,5.8,Future Systems
Data Scientist,321130,CHF,289017,EX,PT,Switzerland,S,Finland,100,"AWS, Docker, MLOps, SQL, Kubernetes",Bachelor,16,Telecommunications,9.1,Cognitive Computing
Data Scientist,48284,USD,48284,EN,CT,Finland,S,Finland,50,"Python, Git, Linux, AWS",Master,0,Education,7.0,DataVision Ltd
Machine Learning Engineer,93069,USD,93069,EN,PT,Denmark,L,Denmark,0,"Data Visualization, Mathematics, Python, NLP",Bachelor,1,Education,9.3,DataVision Ltd
AI Architect,154216,USD,154216,SE,CT,Norway,L,Norway,0,"Scala, Git, Mathematics, Spark",Bachelor,5,Finance,8.7,TechCorp Inc
Autonomous Systems Engineer,212745,AUD,287206,EX,PT,Australia,M,Australia,50,"NLP, Data Visualization, Docker, Python, Spark",PhD,10,Automotive,9.0,Cloud AI Solutions
ML Ops Engineer,148725,AUD,200779,EX,FT,Australia,M,Australia,50,"Computer Vision, Docker, TensorFlow",PhD,16,Automotive,5.7,Predictive Systems
Deep Learning Engineer,214868,AUD,290072,EX,CT,Australia,S,South Africa,100,"SQL, Computer Vision, Java, Mathematics, AWS",Master,17,Consulting,6.9,Neural Networks Co
AI Consultant,48192,USD,48192,EN,CT,Sweden,S,Luxembourg,100,"SQL, TensorFlow, Git",Associate,0,Manufacturing,7.6,Digital Transformation LLC
Autonomous Systems Engineer,53715,USD,53715,EN,FT,Israel,S,Israel,50,"Python, TensorFlow, Linux, AWS, R",Associate,1,Education,6.6,AI Innovations
Data Engineer,79419,EUR,67506,MI,FL,Netherlands,S,Chile,100,"Python, Java, Computer Vision, AWS",PhD,3,Retail,9.3,Quantum Computing Inc
ML Ops Engineer,189251,EUR,160863,EX,FL,Austria,M,Austria,100,"Kubernetes, Computer Vision, Python, GCP, Statistics",Bachelor,12,Energy,8.1,Cognitive Computing
AI Product Manager,82862,USD,82862,MI,FT,United States,S,United States,50,"Tableau, Spark, Python",PhD,2,Technology,9.2,TechCorp Inc
Research Scientist,312798,CHF,281518,EX,CT,Switzerland,S,Portugal,100,"PyTorch, Mathematics, Deep Learning, TensorFlow",Associate,12,Retail,5.8,Cloud AI Solutions
ML Ops Engineer,104615,CHF,94154,EN,FL,Switzerland,L,United States,0,"Linux, Spark, Git, SQL, Hadoop",Master,0,Media,9.5,Smart Analytics
Deep Learning Engineer,42852,USD,42852,MI,FL,China,L,China,50,"R, Java, Azure, Deep Learning, AWS",Bachelor,2,Automotive,6.3,Smart Analytics
Principal Data Scientist,83129,CAD,103911,MI,FT,Canada,M,Canada,100,"Java, PyTorch, TensorFlow, Linux",Bachelor,3,Real Estate,5.5,Digital Transformation LLC
Robotics Engineer,64763,SGD,84192,EN,PT,Singapore,S,Singapore,50,"R, SQL, Deep Learning",PhD,0,Government,9.1,Neural Networks Co
Data Scientist,140525,SGD,182683,SE,PT,Singapore,L,China,0,"Docker, Spark, Python, AWS",Associate,6,Automotive,8.2,TechCorp Inc
AI Software Engineer,164731,AUD,222387,SE,FT,Australia,L,Australia,0,"Linux, PyTorch, Data Visualization, SQL",Bachelor,8,Automotive,6.2,DataVision Ltd
Machine Learning Researcher,58860,USD,58860,MI,CT,China,L,China,100,"Python, R, TensorFlow",PhD,4,Transportation,9.7,Cloud AI Solutions
AI Specialist,117441,USD,117441,MI,CT,Norway,M,Norway,100,"Mathematics, Kubernetes, NLP, Computer Vision, Linux",Master,4,Automotive,8.9,DataVision Ltd
Computer Vision Engineer,72350,EUR,61498,EN,PT,Netherlands,L,Netherlands,0,"Python, TensorFlow, PyTorch, Tableau",Bachelor,1,Energy,6.1,TechCorp Inc
Deep Learning Engineer,92337,AUD,124655,SE,PT,Australia,S,South Africa,100,"AWS, Spark, Computer Vision, Docker, Mathematics",Bachelor,7,Healthcare,5.5,Advanced Robotics
Autonomous Systems Engineer,53864,EUR,45784,EN,CT,Austria,M,Mexico,0,"Deep Learning, Hadoop, Linux",PhD,0,Transportation,7.7,Machine Intelligence Group
AI Architect,33665,USD,33665,MI,CT,India,L,India,0,"Mathematics, Kubernetes, Docker, Scala",Associate,4,Finance,9.4,Advanced Robotics
Machine Learning Researcher,182110,EUR,154794,EX,PT,France,M,France,50,"Python, Git, Tableau, NLP",Associate,13,Energy,9.6,Future Systems
Head of AI,115234,SGD,149804,MI,FL,Singapore,L,Singapore,0,"Kubernetes, Computer Vision, Azure",Master,4,Energy,8.7,Neural Networks Co
Data Analyst,163943,SGD,213126,EX,FL,Singapore,M,Singapore,100,"MLOps, Linux, NLP",PhD,12,Energy,8.0,DeepTech Ventures
Autonomous Systems Engineer,153511,JPY,16886210,SE,PT,Japan,M,Argentina,50,"Spark, Git, Python, TensorFlow",PhD,9,Education,6.8,DataVision Ltd
NLP Engineer,110442,SGD,143575,MI,FT,Singapore,L,Singapore,100,"Spark, Python, TensorFlow, R",Master,4,Healthcare,5.7,TechCorp Inc
Research Scientist,136904,USD,136904,EX,FL,Israel,M,Israel,0,"Spark, Linux, Kubernetes",Master,14,Technology,9.7,Future Systems
ML Ops Engineer,83201,USD,83201,EN,FT,Finland,L,Thailand,50,"Hadoop, NLP, Python",Master,1,Real Estate,7.2,Predictive Systems
Robotics Engineer,134018,CAD,167523,SE,PT,Canada,L,Thailand,50,"Python, Java, Data Visualization",Associate,6,Media,6.6,Predictive Systems
Principal Data Scientist,88509,EUR,75233,MI,PT,France,M,France,100,"PyTorch, R, Computer Vision, Scala",Associate,2,Healthcare,8.5,Digital Transformation LLC
Research Scientist,126724,USD,126724,MI,PT,Denmark,L,Denmark,100,"Git, Python, TensorFlow, PyTorch",PhD,2,Technology,7.3,Future Systems
Principal Data Scientist,281410,EUR,239199,EX,FL,Netherlands,L,Egypt,0,"Statistics, Mathematics, NLP, Docker, Computer Vision",Master,15,Government,5.5,Digital Transformation LLC
Head of AI,162401,CAD,203001,EX,PT,Canada,M,Ghana,0,"PyTorch, Mathematics, MLOps, TensorFlow, NLP",Associate,17,Healthcare,7.2,Autonomous Tech
Machine Learning Engineer,180046,CHF,162041,SE,FT,Switzerland,M,Ghana,0,"Statistics, R, Java",Associate,8,Consulting,6.3,Neural Networks Co
Data Scientist,73927,USD,73927,MI,CT,Sweden,S,Mexico,0,"Hadoop, MLOps, Linux, Spark, Git",Associate,2,Healthcare,5.5,TechCorp Inc
Data Engineer,109990,EUR,93492,MI,FL,Germany,M,United States,50,"Python, Java, Hadoop, Statistics, Computer Vision",Master,3,Real Estate,5.8,Machine Intelligence Group
Data Scientist,126474,USD,126474,SE,CT,Israel,L,Russia,100,"Tableau, Java, Kubernetes",Master,6,Consulting,5.9,AI Innovations
AI Research Scientist,160685,EUR,136582,EX,PT,Netherlands,M,Netherlands,0,"R, GCP, Git, Spark",PhD,13,Media,6.0,Machine Intelligence Group
Deep Learning Engineer,317312,CHF,285581,EX,CT,Switzerland,S,United Kingdom,50,"Git, R, GCP, Kubernetes, Java",Bachelor,16,Technology,7.7,Advanced Robotics
AI Consultant,85129,USD,85129,EN,PT,Denmark,L,Denmark,0,"NLP, PyTorch, TensorFlow",Bachelor,0,Energy,8.8,Quantum Computing Inc
AI Consultant,162063,USD,162063,EX,FL,Finland,L,Poland,50,"Deep Learning, Docker, AWS, SQL",Bachelor,16,Gaming,8.3,Machine Intelligence Group
Computer Vision Engineer,50185,USD,50185,EN,CT,Finland,M,India,50,"AWS, R, Deep Learning",Master,1,Education,7.8,AI Innovations
Autonomous Systems Engineer,212146,EUR,180324,EX,FT,Austria,L,Austria,50,"Java, TensorFlow, Mathematics, Tableau",Master,12,Technology,5.2,DataVision Ltd
AI Specialist,205751,JPY,22632610,EX,PT,Japan,M,Norway,50,"TensorFlow, Azure, Scala",Associate,19,Education,7.7,DataVision Ltd
AI Software Engineer,144178,USD,144178,SE,CT,Sweden,L,Indonesia,50,"PyTorch, GCP, Spark",Associate,5,Energy,5.2,Quantum Computing Inc
Machine Learning Researcher,154217,CHF,138795,SE,CT,Switzerland,M,Switzerland,0,"Scala, Computer Vision, Kubernetes, Deep Learning, Docker",Master,5,Gaming,8.5,Cognitive Computing
Data Analyst,118300,USD,118300,SE,FL,Israel,L,Israel,0,"Statistics, MLOps, Spark, Computer Vision, TensorFlow",Associate,6,Retail,6.4,Cognitive Computing
Data Analyst,164623,USD,164623,SE,CT,Norway,L,Norway,0,"Python, SQL, Computer Vision, Mathematics, TensorFlow",Master,5,Education,7.2,Advanced Robotics
Data Engineer,209872,USD,209872,EX,PT,Denmark,M,Denmark,0,"Kubernetes, Azure, Tableau, R, NLP",PhD,12,Energy,9.2,Quantum Computing Inc
Deep Learning Engineer,140537,EUR,119456,SE,CT,France,L,France,100,"Linux, MLOps, TensorFlow, PyTorch, Mathematics",Master,6,Finance,5.8,Neural Networks Co
Principal Data Scientist,72674,USD,72674,MI,FT,Israel,S,Vietnam,0,"Linux, Java, SQL, Kubernetes, PyTorch",PhD,2,Consulting,7.7,TechCorp Inc
AI Product Manager,96117,EUR,81699,MI,FT,France,L,Australia,100,"Linux, Java, Scala",Master,2,Education,7.7,AI Innovations
Data Scientist,132251,EUR,112413,SE,FL,Netherlands,L,Canada,0,"SQL, Kubernetes, Azure, Computer Vision",Master,7,Gaming,9.3,Advanced Robotics
Robotics Engineer,180163,SGD,234212,SE,PT,Singapore,L,Singapore,100,"Kubernetes, SQL, Linux",Associate,9,Technology,6.0,Machine Intelligence Group
AI Software Engineer,64220,GBP,48165,EN,FL,United Kingdom,S,United Kingdom,0,"Data Visualization, Azure, NLP",Associate,0,Media,8.6,Digital Transformation LLC
Computer Vision Engineer,70080,AUD,94608,EN,CT,Australia,L,Australia,0,"Scala, PyTorch, TensorFlow, Tableau, Deep Learning",PhD,1,Real Estate,8.5,Algorithmic Solutions
Head of AI,72201,USD,72201,MI,PT,Finland,M,Israel,50,"NLP, Deep Learning, MLOps, PyTorch",PhD,3,Manufacturing,9.5,Advanced Robotics
AI Research Scientist,150170,CAD,187713,EX,FL,Canada,S,Canada,50,"Computer Vision, Java, TensorFlow",PhD,11,Government,9.0,Digital Transformation LLC
NLP Engineer,68586,USD,68586,EN,FL,Sweden,M,Estonia,50,"Deep Learning, Spark, GCP",Bachelor,1,Telecommunications,9.5,Future Systems
AI Specialist,58484,EUR,49711,EN,PT,France,L,France,0,"Docker, Python, Spark, Hadoop",Master,1,Automotive,5.3,AI Innovations
Data Analyst,53494,USD,53494,EN,FL,South Korea,S,South Korea,0,"MLOps, Docker, Linux, Computer Vision",Master,0,Telecommunications,9.5,Smart Analytics
AI Software Engineer,175512,USD,175512,SE,FL,Norway,L,Norway,0,"Linux, Computer Vision, PyTorch, Azure, TensorFlow",Associate,7,Automotive,9.9,Cloud AI Solutions
AI Product Manager,124719,USD,124719,MI,PT,Norway,M,Argentina,100,"Python, Kubernetes, PyTorch",Associate,2,Automotive,6.6,Autonomous Tech
Machine Learning Researcher,65569,USD,65569,EN,CT,Israel,S,Israel,0,"AWS, Tableau, Mathematics",Bachelor,0,Gaming,6.3,AI Innovations
AI Software Engineer,184461,USD,184461,EX,CT,Denmark,M,Israel,0,"Python, R, Data Visualization",Associate,13,Education,5.9,Neural Networks Co
AI Software Engineer,176661,CHF,158995,SE,FL,Switzerland,L,Finland,0,"PyTorch, Mathematics, AWS, Azure, Deep Learning",Associate,8,Media,6.3,Algorithmic Solutions
Research Scientist,113468,GBP,85101,MI,FT,United Kingdom,L,United Kingdom,50,"Python, Computer Vision, Statistics, Tableau",Associate,3,Transportation,7.7,Cognitive Computing
Robotics Engineer,94278,EUR,80136,MI,FL,France,M,Belgium,50,"Git, Kubernetes, Computer Vision, Python",PhD,3,Automotive,8.6,Quantum Computing Inc
AI Research Scientist,124121,EUR,105503,MI,FT,Netherlands,L,Netherlands,0,"Git, PyTorch, TensorFlow",PhD,3,Manufacturing,5.8,Smart Analytics
ML Ops Engineer,118336,EUR,100586,SE,FL,Netherlands,S,Netherlands,0,"Computer Vision, Git, Docker, Azure, TensorFlow",Bachelor,7,Manufacturing,6.5,Algorithmic Solutions
AI Consultant,63446,JPY,6979060,EN,CT,Japan,M,Japan,100,"PyTorch, Docker, GCP",Associate,1,Education,8.5,Smart Analytics
Data Analyst,88302,GBP,66227,MI,CT,United Kingdom,M,United Kingdom,100,"SQL, Git, Docker, Deep Learning",Master,4,Energy,7.8,Smart Analytics
Data Engineer,69937,CAD,87421,EN,CT,Canada,L,South Korea,0,"Tableau, Git, Java, NLP, Mathematics",PhD,1,Healthcare,6.4,Cloud AI Solutions
Data Scientist,76500,USD,76500,MI,PT,South Korea,S,South Korea,50,"Python, Kubernetes, Azure",Associate,3,Manufacturing,5.4,TechCorp Inc
Data Analyst,133991,USD,133991,MI,PT,Denmark,L,Spain,100,"Deep Learning, SQL, TensorFlow, Computer Vision",PhD,2,Automotive,7.6,DeepTech Ventures
Research Scientist,37472,USD,37472,EN,CT,China,M,China,0,"SQL, Mathematics, Docker, Python, Linux",Master,1,Media,7.8,Neural Networks Co
NLP Engineer,55334,GBP,41501,EN,PT,United Kingdom,S,United Kingdom,50,"SQL, Docker, Hadoop, GCP, Azure",Master,0,Retail,8.9,Digital Transformation LLC
Data Engineer,118965,CHF,107069,MI,FT,Switzerland,M,Switzerland,0,"SQL, Scala, PyTorch, TensorFlow",Master,4,Finance,5.3,TechCorp Inc
ML Ops Engineer,59325,EUR,50426,EN,PT,France,M,France,0,"Data Visualization, Git, Computer Vision",Bachelor,0,Retail,8.2,DataVision Ltd
AI Research Scientist,79037,EUR,67181,MI,FT,Austria,M,United Kingdom,0,"Tableau, R, Deep Learning, Computer Vision, Azure",PhD,3,Healthcare,8.8,Digital Transformation LLC
Computer Vision Engineer,149385,EUR,126977,EX,FT,Austria,L,Belgium,50,"Python, TensorFlow, Git, Spark",Bachelor,15,Real Estate,6.5,Neural Networks Co
AI Product Manager,76318,EUR,64870,MI,CT,Austria,M,Austria,100,"Python, Computer Vision, Linux",PhD,2,Government,6.9,DeepTech Ventures
Research Scientist,189385,AUD,255670,EX,FT,Australia,M,Australia,50,"Hadoop, GCP, Tableau, Java, Azure",Master,18,Transportation,6.1,Cognitive Computing
Autonomous Systems Engineer,130219,EUR,110686,SE,CT,Germany,M,Germany,100,"Python, SQL, Java",PhD,9,Government,5.4,Smart Analytics
NLP Engineer,150596,JPY,16565560,EX,CT,Japan,S,Japan,0,"TensorFlow, Hadoop, SQL, Scala, Python",Associate,16,Education,8.4,Digital Transformation LLC
Head of AI,144363,USD,144363,EX,PT,Sweden,S,Kenya,0,"Mathematics, Deep Learning, R, SQL, Linux",Master,14,Media,7.6,Digital Transformation LLC
AI Software Engineer,21072,USD,21072,EN,FT,India,L,India,100,"Kubernetes, GCP, NLP, MLOps",Bachelor,1,Technology,6.9,Future Systems
ML Ops Engineer,186827,USD,186827,EX,FT,Israel,S,Israel,0,"Java, TensorFlow, NLP, Mathematics, PyTorch",Associate,14,Retail,6.1,Machine Intelligence Group
Principal Data Scientist,143167,USD,143167,SE,PT,South Korea,L,South Korea,100,"PyTorch, Python, NLP",Associate,9,Education,8.8,Quantum Computing Inc
ML Ops Engineer,128988,USD,128988,SE,CT,Israel,M,Estonia,100,"PyTorch, Data Visualization, Linux, MLOps",PhD,6,Government,6.1,Quantum Computing Inc
Deep Learning Engineer,276188,EUR,234760,EX,FL,Germany,L,Germany,50,"GCP, Git, Data Visualization",Associate,13,Finance,8.1,Digital Transformation LLC
Autonomous Systems Engineer,41148,USD,41148,MI,PT,India,L,Portugal,100,"SQL, Hadoop, PyTorch, Docker, Git",Master,2,Consulting,9.3,TechCorp Inc
AI Consultant,79365,USD,79365,EX,FT,India,M,Czech Republic,0,"Data Visualization, Git, R",Master,10,Media,5.8,TechCorp Inc
Data Scientist,60786,USD,60786,EX,FL,India,M,India,100,"TensorFlow, PyTorch, Linux, Statistics",PhD,17,Manufacturing,9.1,Cloud AI Solutions
ML Ops Engineer,85296,USD,85296,MI,CT,Finland,S,India,100,"Deep Learning, Data Visualization, Python, Hadoop",PhD,3,Finance,7.6,Future Systems
Computer Vision Engineer,111246,SGD,144620,MI,FT,Singapore,L,Singapore,50,"Docker, Java, Data Visualization, Azure",Master,2,Consulting,9.1,Cognitive Computing
Robotics Engineer,89925,USD,89925,MI,PT,Ireland,L,Ireland,100,"Tableau, MLOps, Kubernetes, Hadoop, Computer Vision",PhD,2,Gaming,6.3,AI Innovations
Computer Vision Engineer,90696,USD,90696,MI,PT,United States,M,Israel,100,"Deep Learning, Statistics, Git, Kubernetes, NLP",Associate,2,Media,6.3,Smart Analytics
Robotics Engineer,131512,AUD,177541,SE,PT,Australia,S,Australia,0,"PyTorch, Scala, Spark, Deep Learning, Azure",Associate,8,Technology,9.6,Cloud AI Solutions
AI Product Manager,198409,AUD,267852,EX,CT,Australia,S,Australia,50,"PyTorch, GCP, MLOps, Spark",PhD,15,Healthcare,9.5,Autonomous Tech
Data Analyst,157473,USD,157473,SE,FT,Sweden,L,Sweden,0,"Deep Learning, Tableau, R, NLP",Master,6,Finance,7.5,Algorithmic Solutions
NLP Engineer,126003,EUR,107103,SE,FL,France,M,France,0,"Java, Statistics, Spark, Computer Vision, TensorFlow",Bachelor,7,Energy,5.6,DeepTech Ventures
AI Research Scientist,119850,USD,119850,SE,FT,South Korea,M,South Korea,0,"MLOps, Linux, Scala",Associate,5,Education,9.8,DataVision Ltd
AI Specialist,95591,CHF,86032,EN,FL,Switzerland,M,Ireland,100,"TensorFlow, PyTorch, Docker",Bachelor,1,Healthcare,8.3,TechCorp Inc
Data Scientist,73865,GBP,55399,EN,PT,United Kingdom,M,United Kingdom,100,"Java, R, Kubernetes, Git",PhD,0,Transportation,5.5,DeepTech Ventures
Principal Data Scientist,71155,GBP,53366,EN,CT,United Kingdom,S,United Kingdom,0,"Java, PyTorch, NLP",PhD,0,Education,8.6,DeepTech Ventures
Robotics Engineer,69945,SGD,90929,MI,FL,Singapore,S,Singapore,50,"Scala, Kubernetes, Docker, Java",Associate,2,Real Estate,9.3,Cognitive Computing
Computer Vision Engineer,24897,USD,24897,EN,CT,China,M,China,100,"GCP, Azure, AWS",Master,0,Manufacturing,5.1,DataVision Ltd
Research Scientist,67162,AUD,90669,EN,FL,Australia,L,Australia,100,"Scala, Statistics, Java",Associate,0,Government,9.2,Cloud AI Solutions
Principal Data Scientist,57928,GBP,43446,EN,PT,United Kingdom,S,United Kingdom,50,"Java, Git, Python",PhD,1,Manufacturing,7.1,Machine Intelligence Group
Autonomous Systems Engineer,153211,CHF,137890,MI,PT,Switzerland,M,Switzerland,50,"TensorFlow, Linux, Mathematics, Kubernetes",Bachelor,4,Transportation,8.8,Future Systems
AI Software Engineer,111274,USD,111274,MI,CT,Denmark,S,Denmark,100,"AWS, Hadoop, Scala",Associate,2,Automotive,8.2,Smart Analytics
AI Specialist,119212,USD,119212,SE,CT,Israel,M,Kenya,50,"Kubernetes, Azure, Scala, SQL",Associate,5,Telecommunications,5.4,Neural Networks Co
AI Software Engineer,167862,USD,167862,EX,FL,Israel,S,Israel,50,"Mathematics, Spark, NLP, R, Python",Bachelor,15,Automotive,9.8,Neural Networks Co
AI Research Scientist,73151,EUR,62178,MI,PT,Germany,M,Finland,100,"Deep Learning, SQL, PyTorch, AWS",Master,4,Retail,9.5,Cloud AI Solutions
Research Scientist,159226,CHF,143303,MI,FT,Switzerland,L,China,0,"Linux, MLOps, Data Visualization",Master,4,Gaming,8.2,Future Systems
AI Software Engineer,62380,USD,62380,EN,PT,Ireland,M,Romania,0,"Scala, Kubernetes, SQL, MLOps, Spark",PhD,1,Healthcare,6.9,AI Innovations
AI Product Manager,113996,JPY,12539560,SE,FL,Japan,M,Japan,50,"AWS, Linux, Java, Hadoop",Master,9,Consulting,8.9,DeepTech Ventures
NLP Engineer,51094,USD,51094,EN,CT,Ireland,M,Ireland,0,"NLP, MLOps, Statistics",Bachelor,1,Gaming,9.0,TechCorp Inc
AI Specialist,69394,USD,69394,EN,FT,Israel,L,Israel,100,"Kubernetes, Python, MLOps, Azure",PhD,1,Automotive,5.3,Future Systems
AI Specialist,105999,CHF,95399,EN,PT,Switzerland,L,Ghana,50,"R, GCP, Hadoop, Kubernetes",Master,0,Consulting,8.0,DeepTech Ventures
ML Ops Engineer,99978,EUR,84981,SE,CT,Austria,M,Italy,0,"Kubernetes, NLP, Git, Mathematics, Hadoop",Associate,8,Energy,8.3,DeepTech Ventures
Data Scientist,52184,USD,52184,EN,FL,South Korea,L,South Korea,50,"SQL, Hadoop, GCP",Bachelor,0,Retail,8.4,Digital Transformation LLC
Data Scientist,76210,EUR,64779,MI,FL,Germany,M,Germany,50,"Java, Kubernetes, Data Visualization, NLP",PhD,2,Transportation,5.7,Predictive Systems
AI Product Manager,67505,USD,67505,MI,FT,Israel,S,Israel,0,"PyTorch, TensorFlow, Data Visualization, Kubernetes, AWS",Bachelor,4,Consulting,9.8,Digital Transformation LLC
Robotics Engineer,70420,USD,70420,MI,PT,Israel,S,India,100,"Python, Scala, MLOps, AWS, NLP",PhD,4,Manufacturing,8.0,Machine Intelligence Group
AI Consultant,23683,USD,23683,EN,CT,India,L,India,50,"R, Kubernetes, Git",Master,0,Education,8.9,Quantum Computing Inc
Computer Vision Engineer,120220,USD,120220,MI,PT,United States,M,United States,0,"Python, Scala, Computer Vision, SQL",PhD,3,Telecommunications,5.1,Advanced Robotics
AI Software Engineer,185311,USD,185311,EX,PT,Finland,M,Finland,50,"Hadoop, GCP, NLP, AWS, Tableau",PhD,15,Gaming,8.5,Smart Analytics
Robotics Engineer,140225,EUR,119191,SE,CT,Netherlands,S,Netherlands,0,"SQL, Kubernetes, Mathematics, Linux, Deep Learning",Associate,6,Real Estate,8.0,TechCorp Inc
AI Specialist,126983,USD,126983,SE,FL,Israel,L,Israel,0,"Kubernetes, SQL, PyTorch, Git",PhD,9,Telecommunications,5.3,AI Innovations
Head of AI,198792,USD,198792,EX,FL,Finland,L,Thailand,50,"Git, PyTorch, R",Associate,11,Manufacturing,8.1,Autonomous Tech
AI Consultant,84341,EUR,71690,MI,FL,Austria,L,Austria,50,"Spark, Hadoop, Azure, Tableau",Bachelor,3,Finance,6.8,Advanced Robotics
Principal Data Scientist,59341,EUR,50440,EN,FT,Netherlands,M,Netherlands,50,"MLOps, Java, R",Associate,1,Healthcare,7.2,Digital Transformation LLC
Machine Learning Engineer,26028,USD,26028,MI,FT,India,M,India,0,"R, MLOps, SQL",Bachelor,3,Finance,6.9,TechCorp Inc
AI Architect,146559,JPY,16121490,SE,PT,Japan,L,Denmark,100,"Azure, Hadoop, Python",Bachelor,9,Real Estate,9.9,Future Systems
NLP Engineer,258425,USD,258425,EX,FT,Denmark,M,Mexico,100,"SQL, Deep Learning, AWS, Kubernetes, Mathematics",Master,12,Education,8.4,Neural Networks Co
